,features/color,features/x,features/clarity,features/y,features/depth,features/z,features/carat,features/table,features/cut
38132,4,6.75,1,6.8,62.1,4.21,1.2,59.0,2
16109,5,8.7,1,8.64,60.7,5.26,2.41,59.0,3
33510,1,6.17,2,6.21,63.0,3.9,0.92,57.0,2
2499,5,5.77,3,5.8,61.9,3.59,0.73,56.0,4
9086,5,6.93,3,6.8,61.8,4.24,1.2,55.0,3
26810,3,6.79,3,6.82,62.3,4.24,1.22,58.0,2
40909,1,5.8,2,5.74,59.1,3.41,0.7,62.0,3
38063,1,3.9,6,3.93,62.1,2.43,0.23,58.0,2
39436,4,6.4,2,6.37,63.3,4.04,1.01,58.0,2
724,2,6.86,1,6.8,62.2,4.25,1.24,58.0,3
47097,4,5.16,2,5.12,62.6,3.22,0.52,55.0,3
3855,3,4.43,5,4.5,60.9,2.72,0.33,57.0,2
15759,1,4.3,7,4.26,61.9,2.65,0.3,58.0,3
12340,2,4.38,5,4.44,59.9,2.64,0.3,56.0,2
36979,0,5.29,3,5.24,62.3,3.28,0.55,55.0,4
32474,2,5.81,2,5.78,61.9,3.59,0.73,60.0,3
9625,5,6.36,2,6.27,62.7,3.96,1.01,60.0,3
31866,1,5.7,2,5.6,63.4,3.58,0.7,56.0,2
53666,5,8.2,2,8.16,60.4,4.94,2.02,58.0,2
32149,2,5.82,1,5.87,59.5,3.48,0.71,58.0,2
6330,3,4.86,6,4.88,60.6,2.95,0.42,56.0,4
21420,5,6.29,4,6.27,61.0,3.83,0.9,55.0,3
8929,1,4.41,6,4.44,60.3,2.67,0.31,57.0,2
36294,4,8.44,1,8.4,62.1,5.23,2.28,59.0,3
8220,2,5.75,3,5.7,62.5,3.58,0.73,57.0,3
27971,5,4.27,2,4.25,62.2,2.65,0.3,57.0,4
28739,4,7.37,3,7.33,62.6,4.6,1.51,57.0,4
22657,0,5.7,4,5.73,62.1,3.55,0.71,57.0,4
29913,2,4.58,3,4.54,61.4,2.8,0.35,54.0,4
40939,4,8.37,1,8.41,59.0,4.95,2.08,59.0,2
17452,4,4.32,6,4.35,61.4,2.66,0.3,56.0,4
37761,3,4.77,6,4.8,61.2,2.93,0.4,56.0,4
45614,5,7.41,1,7.23,62.7,4.59,1.53,62.0,3
14326,2,6.72,3,6.73,61.8,4.15,1.13,54.0,4
20424,1,5.35,3,5.32,61.5,3.28,0.57,57.0,4
3777,2,5.68,2,5.74,61.8,3.53,0.72,57.0,4
21771,4,4.73,6,4.78,61.4,2.92,0.41,60.0,2
39317,0,6.24,2,6.21,60.8,3.79,0.91,60.0,2
12692,1,4.39,3,4.41,62.0,2.73,0.33,59.0,3
13519,3,5.85,2,5.86,61.3,3.59,0.74,55.0,4
15726,0,6.65,4,6.59,59.1,3.91,1.04,56.0,4
3790,3,4.32,6,4.34,61.9,2.68,0.3,55.0,4
28922,4,7.33,3,7.27,62.2,4.54,1.5,57.0,4
47728,5,6.86,2,6.9,62.1,4.27,1.25,58.0,2
37730,3,6.9,4,6.95,62.5,4.33,1.3,58.0,2
4237,2,4.54,2,4.51,61.7,2.79,0.35,58.0,3
46160,2,5.65,7,5.7,61.5,3.49,0.7,58.0,2
15302,5,7.01,4,7.04,62.1,4.36,1.31,56.0,4
4471,2,5.23,1,5.28,62.0,3.26,0.54,54.0,4
51286,1,5.81,2,5.85,62.1,3.62,0.75,55.0,4
3973,5,4.66,4,4.72,59.9,2.81,0.38,60.0,3
32061,3,6.43,1,6.46,61.9,3.99,1.01,55.0,2
3356,0,5.43,1,5.35,62.0,3.34,0.6,57.0,3
26021,3,5.62,3,5.59,64.2,3.6,0.71,58.0,1
26729,1,6.05,2,5.97,62.2,3.74,0.83,59.0,3
29101,1,5.51,1,5.46,61.1,3.35,0.62,59.0,3
36926,2,5.15,5,5.11,61.8,3.17,0.5,56.0,3
21046,0,7.34,2,7.29,62.2,4.55,1.51,59.0,3
2662,3,5.12,2,5.1,62.0,3.17,0.51,59.0,3
28530,3,5.27,2,5.29,61.7,3.26,0.55,58.0,4
5102,4,4.46,3,4.49,60.8,2.72,0.32,56.0,4
5548,4,6.84,2,6.78,61.4,4.18,1.18,55.0,4
31277,4,5.45,3,5.42,60.2,3.27,0.59,60.0,3
11988,0,8.14,1,8.1,61.7,5.01,2.03,58.0,3
2789,3,6.56,4,6.59,62.5,4.11,1.09,59.0,2
48740,4,5.39,5,5.48,61.1,3.32,0.59,57.0,2
37764,0,5.23,1,5.27,57.1,3.0,0.5,63.0,1
51515,4,4.47,4,4.44,60.2,2.68,0.33,62.0,3
43136,1,6.41,2,6.47,62.0,3.99,1.01,56.0,4
27544,0,6.03,2,6.09,61.9,3.75,0.85,56.0,4
29827,3,6.54,0,6.43,58.7,3.8,0.98,57.0,0
3548,2,6.46,1,6.43,61.6,3.97,1.03,58.0,3
13451,3,7.4,0,7.32,60.4,4.45,1.5,55.0,3
6082,1,6.4,2,6.31,63.1,4.01,1.01,58.0,2
46457,2,4.33,3,4.31,62.0,2.68,0.3,55.0,4
10530,5,5.78,5,5.73,61.5,3.54,0.73,58.0,3
30335,2,5.03,2,4.99,62.5,3.13,0.5,59.0,3
44575,4,4.32,4,4.35,62.1,2.69,0.3,54.0,4
15590,2,5.13,5,5.16,61.8,3.18,0.51,56.0,4
827,4,4.06,4,4.08,62.9,2.56,0.26,54.0,2
40632,3,4.07,5,4.1,62.3,2.54,0.26,56.0,4
43544,5,4.65,1,4.67,61.6,2.87,0.38,56.0,4
33871,3,5.8,4,5.77,58.6,3.39,0.68,59.0,3
48018,4,4.75,5,4.78,61.1,2.91,0.4,55.0,4
41295,3,6.77,2,6.8,61.8,4.19,1.2,59.0,4
37072,4,5.81,4,5.74,60.6,3.5,0.7,59.0,3
21753,5,6.5,2,6.55,60.7,3.96,1.03,60.0,4
12038,1,6.64,1,6.6,61.6,4.08,1.09,55.0,4
13484,2,6.68,0,6.63,62.2,4.14,1.13,55.0,4
41165,1,6.6,5,6.64,61.6,4.08,1.09,56.0,4
19474,4,6.61,2,6.65,62.0,4.11,1.11,56.0,2
28142,3,7.31,1,7.26,62.0,4.52,1.5,57.0,4
20984,2,6.64,1,6.66,58.3,3.88,1.01,60.0,1
51699,5,4.59,6,4.62,61.7,2.84,0.36,56.0,4
45920,3,6.36,1,6.37,61.7,3.93,1.0,63.0,1
8092,1,4.72,3,4.75,62.1,2.94,0.4,54.0,4
52179,4,4.28,5,4.3,62.0,2.66,0.3,56.0,2
3452,4,4.3,5,4.33,61.9,2.67,0.31,58.0,2
51524,5,5.76,4,5.65,61.5,3.51,0.71,64.0,1
14366,4,8.37,1,8.29,63.6,5.3,2.27,58.0,1
33634,3,6.36,3,6.46,61.6,3.95,1.01,61.0,2
36190,1,5.36,3,5.44,60.9,3.29,0.58,59.0,4
35521,0,5.42,3,5.39,58.5,3.16,0.55,58.0,4
17712,4,4.35,3,4.39,62.5,2.73,0.31,54.0,2
13912,1,6.82,3,6.78,62.2,4.23,1.2,59.0,3
41315,4,4.95,3,5.08,62.7,3.15,0.47,55.0,4
18379,3,4.78,4,4.8,61.4,2.94,0.41,55.0,4
14427,5,5.7,2,5.75,62.2,3.56,0.71,55.0,4
4337,5,6.46,2,6.42,59.9,3.86,1.01,59.0,3
10829,5,4.37,6,4.4,62.0,2.72,0.31,54.0,4
31999,3,6.61,5,6.65,59.6,3.95,1.06,58.0,3
2245,1,6.24,1,6.21,60.4,3.76,0.9,59.0,3
52758,1,3.95,5,3.98,63.3,2.51,0.24,57.0,2
21428,2,6.52,3,6.47,60.8,3.95,1.01,57.0,3
26047,3,4.25,2,4.29,62.1,2.65,0.29,54.0,4
47483,0,4.51,3,4.6,61.9,2.82,0.35,58.0,3
34757,0,4.39,3,4.36,62.9,2.75,0.32,59.0,3
26982,4,4.4,7,4.38,60.8,2.67,0.31,57.0,4
10557,5,6.65,4,6.62,61.7,4.09,1.1,57.0,4
53853,0,4.51,2,4.54,60.6,2.74,0.34,56.0,4
27008,2,6.49,3,6.45,61.7,3.99,1.04,59.0,3
48729,0,6.13,2,6.06,63.2,3.85,0.9,62.0,2
18501,3,6.41,3,6.48,62.1,4.0,1.03,57.0,2
16342,0,6.69,3,6.77,62.4,4.2,1.2,60.0,1
11863,4,5.66,2,5.74,62.6,3.57,0.73,57.0,4
27562,3,6.4,6,6.29,62.1,3.94,1.0,59.0,3
9224,3,4.41,6,4.44,61.2,2.71,0.32,55.0,4
43917,4,5.48,2,5.51,58.4,3.21,0.58,59.0,2
23784,2,6.49,1,6.51,62.0,4.03,1.04,54.0,4
18598,2,4.37,7,4.4,61.1,2.68,0.31,57.0,4
18923,0,5.37,3,5.42,61.0,3.29,0.58,58.0,2
38240,2,6.57,2,6.52,61.9,4.05,1.06,59.0,3
36400,6,6.78,3,6.82,62.2,4.23,1.21,57.0,4
10835,5,5.75,2,5.8,59.9,3.46,0.7,59.0,4
50830,0,7.51,3,7.48,61.5,4.61,1.55,58.0,3
30422,3,5.24,3,5.18,60.7,3.16,0.53,59.0,3
51727,2,6.63,4,6.58,61.5,4.06,1.1,59.0,4
22498,3,4.42,7,4.45,61.6,2.73,0.32,55.0,4
6920,2,6.51,1,6.56,61.8,4.04,1.06,56.4,2
2304,2,5.73,2,5.69,59.9,3.42,0.7,58.0,3
45621,1,5.17,5,5.19,61.2,3.17,0.52,58.0,2
7974,1,5.8,3,5.77,62.7,3.63,0.74,54.0,4
51872,2,5.38,1,5.44,62.3,3.37,0.61,57.0,4
1653,5,4.38,1,4.41,61.9,2.72,0.32,56.0,4
40016,4,7.44,3,7.39,62.4,4.63,1.56,58.0,3
42881,4,5.7,3,5.73,61.6,3.52,0.71,60.0,2
34690,0,5.82,3,5.78,59.7,3.46,0.7,59.0,2
43314,4,7.46,3,7.42,60.6,4.51,1.52,61.0,3
7117,1,4.01,6,4.06,62.9,2.54,0.26,61.0,2
1243,2,8.08,1,8.13,57.9,4.69,1.8,58.0,1
37115,2,8.26,1,8.3,59.5,4.93,2.05,58.0,2
51963,1,4.67,6,4.7,61.5,2.88,0.38,56.0,4
52424,4,6.57,1,6.47,61.8,4.03,1.07,63.0,2
7679,3,5.81,3,5.84,58.9,3.43,0.71,61.0,1
16404,2,4.89,6,4.93,60.3,2.96,0.43,59.0,4
10399,0,4.69,1,4.73,62.4,2.94,0.4,58.0,3
39659,1,6.05,2,6.12,63.9,3.89,0.91,57.0,2
5031,2,4.58,3,4.55,62.7,2.86,0.37,58.0,3
26459,4,5.76,7,5.82,62.2,3.6,0.73,54.0,4
33068,3,6.35,2,6.4,62.9,4.01,1.01,58.0,2
11297,3,6.33,1,6.25,65.3,4.11,1.06,62.0,0
13325,4,6.46,2,6.4,61.9,3.98,1.02,57.0,4
31203,5,4.3,7,4.23,63.3,2.7,0.3,57.0,2
11483,3,7.51,2,7.48,62.4,4.68,1.61,55.0,4
5535,5,7.46,2,7.49,59.9,4.48,1.52,60.0,2
42474,2,5.76,4,5.72,61.1,3.51,0.71,58.0,3
46035,3,4.32,5,4.36,61.8,2.68,0.31,58.0,3
45983,5,8.12,2,8.17,62.0,5.05,2.06,56.0,4
52835,2,4.44,6,4.38,63.3,2.79,0.33,57.0,2
48110,3,5.76,4,5.68,60.8,3.48,0.71,63.0,2
31597,5,5.78,2,5.81,61.3,3.55,0.72,56.0,4
12830,4,4.22,6,4.25,63.0,2.67,0.3,58.0,2
11661,0,6.27,1,6.24,65.5,4.1,1.02,60.0,0
33098,4,4.31,3,4.26,61.8,2.65,0.3,60.0,3
15551,2,4.57,3,4.61,61.9,2.84,0.37,59.0,3
14710,2,4.05,5,4.08,61.0,2.48,0.24,56.0,4
29172,0,6.24,1,6.27,61.9,3.87,0.92,55.0,4
36699,2,5.66,2,5.7,62.7,3.56,0.7,57.0,4
23200,3,6.01,4,6.05,61.5,3.71,0.82,56.0,4
41772,5,4.43,4,4.38,58.8,2.59,0.3,61.0,3
44293,2,5.8,3,5.75,62.7,3.62,0.73,53.0,4
25932,1,7.44,3,7.48,59.5,4.44,1.5,58.0,2
26621,0,5.05,5,5.13,62.5,3.18,0.5,53.0,4
15278,3,4.83,6,4.77,62.3,2.99,0.43,59.0,3
30370,3,4.77,3,4.81,59.6,2.85,0.4,63.0,1
26747,2,5.24,2,5.29,63.2,3.33,0.56,56.0,1
15633,2,4.25,4,4.31,61.7,2.64,0.3,66.0,0
16420,3,6.97,1,7.0,59.3,4.14,1.21,59.0,2
16158,6,6.41,1,6.32,60.8,3.87,0.97,67.0,0
16224,3,6.31,1,6.38,63.7,4.04,1.01,59.0,1
42767,5,6.73,5,6.62,60.1,4.02,1.11,64.0,1
19031,4,4.37,2,4.32,58.7,2.55,0.3,63.0,2
42094,5,6.11,4,6.15,62.6,3.84,0.9,59.0,2
29180,2,7.16,2,7.1,62.1,4.43,1.39,58.0,3
7385,1,7.38,2,7.43,62.9,4.66,1.58,59.0,2
7956,1,5.14,4,5.1,62.7,3.21,0.51,56.0,4
41284,4,6.93,3,6.96,62.5,4.34,1.3,59.0,2
41529,1,5.79,2,5.75,60.0,3.46,0.7,59.0,3
18188,4,4.09,1,4.13,62.5,2.57,0.26,53.0,4
43413,1,4.75,3,4.77,61.1,2.91,0.4,56.0,4
8206,1,4.45,2,4.42,62.5,2.77,0.33,55.0,4
33577,3,5.91,3,5.81,61.3,3.59,0.77,60.0,3
38779,0,6.41,4,6.34,62.1,3.96,1.0,55.0,3
3568,4,4.3,6,4.32,61.3,2.64,0.3,58.0,3
16785,1,6.49,1,6.42,62.0,4.0,1.03,59.0,3
17834,4,6.45,3,6.51,62.0,4.02,1.03,58.0,2
8223,3,5.75,4,5.8,62.0,3.58,0.73,57.0,2
34706,3,5.85,2,5.88,62.6,3.67,0.77,58.0,3
9924,5,6.6,2,6.56,62.0,4.08,1.09,58.0,3
50474,1,4.8,4,4.85,59.7,2.88,0.39,56.0,2
28189,0,4.3,2,4.27,63.5,2.72,0.31,55.0,2
40290,2,4.51,3,4.55,62.0,2.81,0.35,59.0,3
46388,4,4.36,4,4.32,62.4,2.71,0.31,58.0,3
11331,0,4.36,4,4.35,62.0,2.7,0.31,54.0,4
14049,1,4.5,2,4.47,62.2,2.79,0.34,54.0,4
49888,1,5.43,5,5.47,62.0,3.38,0.61,54.0,4
7947,3,7.02,6,6.94,60.2,4.2,1.21,57.0,4
33288,1,4.31,2,4.36,62.1,2.69,0.3,56.0,4
1204,1,5.75,2,5.79,60.0,3.46,0.7,59.0,3
12510,3,5.35,2,5.38,61.5,3.3,0.58,56.0,4
40979,3,6.56,3,6.49,62.4,4.07,1.08,57.0,3
23349,3,5.96,5,6.0,61.4,3.67,0.8,57.0,4
46631,5,5.17,4,5.14,59.6,3.07,0.52,60.0,3
37993,1,5.14,1,5.18,63.4,3.27,0.54,56.0,1
38186,2,4.85,6,4.78,63.8,3.07,0.45,58.0,1
25109,4,6.89,2,6.84,61.9,4.25,1.22,56.0,3
47669,1,5.51,5,5.59,61.3,3.4,0.61,54.0,4
10342,3,4.36,5,4.35,60.6,2.64,0.3,58.0,3
32460,3,5.82,1,5.86,62.0,3.62,0.76,57.0,2
24219,3,4.49,7,4.46,62.3,2.79,0.34,59.0,3
5225,1,4.54,2,4.49,63.1,2.85,0.36,58.0,2
1544,3,6.87,3,6.8,62.6,4.28,1.25,58.0,3
23073,3,8.3,2,8.15,60.7,4.96,2.04,62.0,3
20696,2,6.42,2,6.38,63.3,4.05,1.01,59.0,2
48002,0,8.12,1,8.05,61.1,4.94,2.02,57.0,3
49978,4,7.59,5,7.56,63.2,4.79,1.7,56.0,2
1395,1,6.13,1,6.17,61.3,3.77,0.9,61.0,1
29279,4,6.83,4,6.87,62.6,4.29,1.22,56.0,4
51279,4,6.67,2,6.68,62.3,4.16,1.13,58.0,3
25137,1,5.84,3,5.86,61.7,3.61,0.75,56.0,4
26413,2,5.83,5,5.89,57.3,3.36,0.68,60.0,2
38435,1,5.8,2,5.86,60.5,3.53,0.72,55.0,4
4644,2,6.39,1,6.36,64.2,4.09,1.04,56.0,1
21712,1,4.66,3,4.69,59.9,2.8,0.36,55.0,2
24924,2,5.61,2,5.5,63.2,3.51,0.7,56.0,2
34507,0,5.27,3,5.31,60.9,3.22,0.54,58.0,3
28298,4,5.17,6,5.19,62.1,3.21,0.52,53.8,4
23873,1,5.27,3,5.34,61.8,3.28,0.56,59.0,3
52608,2,4.01,6,4.03,62.3,2.5,0.25,56.0,4
36112,5,4.52,7,4.55,61.3,2.78,0.34,55.0,4
51760,3,6.51,4,6.41,60.9,3.91,1.0,60.0,3
47778,2,4.4,3,4.42,62.6,2.76,0.33,55.0,4
33679,4,7.86,2,7.94,62.9,4.97,1.95,58.0,2
48208,0,4.52,3,4.54,62.3,2.82,0.35,55.0,4
52685,3,4.45,4,4.43,61.9,2.75,0.33,59.0,3
34232,5,6.2,2,6.22,61.6,3.82,0.9,55.0,4
37119,3,4.53,3,4.55,60.8,2.76,0.34,56.0,4
41694,0,6.84,1,6.88,61.1,4.19,1.19,58.0,2
28051,1,4.72,5,4.75,63.1,2.99,0.41,58.0,1
31448,5,7.32,2,7.36,62.1,4.56,1.5,55.0,4
11790,4,7.51,2,7.39,62.7,4.67,1.6,56.0,4
25845,4,6.46,1,6.41,61.1,3.93,1.01,60.0,3
49327,3,5.32,3,5.28,61.9,3.28,0.56,55.0,4
30884,3,7.07,3,7.13,61.1,4.34,1.32,57.0,4
3507,3,4.36,3,4.39,62.4,2.73,0.32,55.0,4
45119,1,5.31,3,5.28,61.4,3.25,0.56,61.0,3
41778,3,6.98,6,7.07,60.2,4.23,1.26,59.0,2
26786,2,4.41,3,4.44,59.7,2.64,0.32,59.0,3
31035,0,5.78,3,5.82,61.6,3.57,0.73,56.0,4
17662,3,6.66,4,6.59,61.3,4.06,1.1,57.0,4
34767,1,5.66,2,5.7,61.3,3.48,0.7,61.0,2
39583,0,5.21,3,5.24,61.4,3.21,0.53,55.0,4
6027,2,5.65,2,5.72,63.0,3.58,0.71,56.0,2
48527,1,5.4,6,5.44,62.0,3.36,0.6,53.7,4
25133,1,5.09,2,5.13,60.7,3.1,0.5,58.0,2
39872,1,4.72,4,4.77,62.8,2.98,0.41,56.0,2
35532,2,4.84,3,4.79,61.3,2.95,0.41,58.0,3
34601,1,4.52,3,4.57,64.0,2.91,0.37,55.0,2
5323,3,7.51,2,7.45,62.2,4.65,1.59,58.0,3
4009,0,4.43,3,4.39,62.6,2.76,0.33,56.0,4
45074,4,4.29,5,4.32,62.5,2.69,0.3,55.0,4
40457,3,4.35,6,4.39,62.0,2.71,0.31,53.0,4
28309,4,6.96,4,7.02,58.9,4.12,1.22,59.0,2
28632,3,6.97,3,6.93,61.0,4.24,1.27,60.0,3
47268,3,4.33,4,4.37,62.8,2.73,0.32,59.0,2
18552,6,5.74,2,5.78,62.0,3.57,0.73,56.0,4
4543,4,5.71,5,5.66,62.1,3.53,0.7,58.0,3
42816,0,5.8,1,5.75,62.3,3.6,0.72,57.0,4
40196,1,5.54,1,5.48,59.4,3.27,0.62,65.0,1
5595,2,6.18,2,6.16,61.4,3.79,0.9,55.0,3
22137,4,4.39,3,4.35,62.2,2.72,0.31,55.0,4
27893,0,6.76,2,6.83,61.8,4.2,1.2,58.0,4
50332,4,4.24,3,4.27,63.5,2.7,0.3,58.0,1
8684,2,4.37,6,4.4,61.4,2.69,0.31,56.0,4
17086,1,4.55,5,4.58,61.8,2.82,0.36,58.0,2
42925,1,6.24,2,6.27,62.4,3.9,0.94,56.0,2
16050,3,7.22,5,7.32,62.9,4.57,1.5,56.0,2
41371,4,6.14,3,6.22,62.6,3.87,0.9,58.0,2
7449,2,4.38,7,4.41,60.1,2.64,0.31,59.0,4
53885,4,6.37,1,6.43,63.4,4.06,1.02,54.0,2
9036,1,4.0,5,4.1,59.3,2.4,0.23,60.0,2
25698,2,5.1,3,5.17,61.0,3.13,0.51,58.0,2
19117,0,4.81,3,4.73,63.7,3.04,0.45,61.0,1
35189,2,5.53,3,5.49,62.3,3.43,0.64,56.0,4
43599,4,5.59,2,5.64,63.0,3.54,0.7,55.0,2
33072,5,6.87,2,6.8,61.4,4.2,1.2,57.0,3
11582,1,6.31,1,6.27,61.0,3.84,0.91,58.0,3
4306,4,6.53,3,6.49,62.1,4.04,1.07,57.0,4
31706,2,6.18,3,6.21,62.3,3.86,0.9,57.0,4
34281,4,6.62,1,6.5,59.0,3.87,1.0,58.0,3
44195,1,4.43,7,4.46,62.1,2.76,0.33,55.0,4
18183,4,7.32,3,7.28,62.3,4.55,1.51,59.0,3
12701,1,5.1,4,5.07,62.8,3.2,0.51,57.0,4
36871,1,5.65,3,5.69,62.6,3.55,0.7,56.0,2
43641,4,4.58,2,4.54,63.2,2.88,0.37,57.0,2
31851,6,7.44,4,7.52,62.3,4.66,1.55,56.0,1
29747,3,6.42,7,6.39,62.8,4.02,1.01,57.0,4
52057,3,6.54,1,6.39,60.1,3.89,1.01,58.0,3
8994,2,4.79,2,4.82,63.1,3.03,0.42,56.0,1
51947,4,4.33,6,4.37,61.1,2.66,0.3,56.0,4
6600,1,5.08,4,5.13,61.9,3.16,0.5,55.0,4
2238,2,5.23,6,5.2,61.4,3.2,0.53,57.0,4
7861,5,6.52,1,6.62,59.2,3.89,1.01,59.0,2
37364,4,6.34,1,6.29,61.9,3.91,1.01,61.0,3
24156,3,7.2,3,7.28,63.3,4.58,1.51,60.0,1
14564,4,4.69,1,4.64,63.7,2.97,0.4,59.0,1
19883,0,6.26,1,6.2,62.6,3.9,0.93,57.0,3
14487,0,4.38,2,4.4,62.9,2.76,0.32,56.0,2
9693,2,5.91,1,5.92,63.2,3.74,0.81,58.0,2
48618,0,4.98,2,4.94,56.5,2.8,0.41,63.0,1
6552,1,7.51,1,7.47,59.5,4.46,1.5,55.0,3
35795,3,6.41,2,6.46,61.8,3.98,1.01,57.0,4
53711,4,6.42,2,6.36,62.6,4.0,1.01,55.0,4
17418,6,7.83,4,7.96,62.2,4.91,1.82,56.0,2
23176,0,6.9,1,6.81,58.2,3.99,1.12,60.0,3
21994,6,6.48,2,6.4,62.1,4.0,1.01,54.0,4
33733,0,4.49,2,4.44,58.5,2.61,0.31,59.0,3
2300,1,6.27,2,6.24,62.4,3.9,0.94,56.0,3
9287,5,4.54,2,4.51,61.7,2.79,0.34,56.0,3
53667,5,6.17,4,6.21,62.4,3.86,0.9,57.0,4
9303,2,4.78,3,4.87,61.6,2.97,0.43,59.0,2
14513,4,5.57,2,5.61,61.9,3.46,0.7,62.0,1
7173,4,7.34,4,7.27,62.4,4.56,1.51,60.0,3
6708,4,7.05,1,6.99,62.7,4.4,1.32,58.0,3
31326,3,4.34,3,4.31,61.5,2.66,0.31,60.0,3
15999,0,6.74,0,6.78,61.8,4.18,1.16,59.0,3
15815,2,4.06,7,4.09,62.3,2.54,0.25,54.0,4
27857,2,5.09,3,5.05,61.7,3.13,0.5,59.0,3
24279,3,5.83,5,5.77,61.9,3.59,0.73,55.0,4
4589,4,5.77,4,5.81,61.8,3.58,0.74,58.0,4
52250,1,5.85,2,5.89,60.0,3.52,0.74,57.0,2
19274,1,4.56,2,4.62,59.0,2.71,0.34,60.0,2
8592,0,5.69,4,5.72,62.2,3.55,0.7,56.0,4
35171,1,6.03,1,5.98,65.8,3.95,0.9,59.0,0
30513,3,4.76,2,4.8,61.7,2.95,0.42,58.0,3
7809,5,4.54,7,4.52,62.5,2.83,0.35,55.0,4
25299,5,5.16,4,5.19,61.5,3.18,0.52,56.3,2
50757,0,4.32,3,4.31,62.1,2.68,0.31,55.0,4
23272,4,4.28,4,4.31,62.9,2.7,0.3,54.0,2
49464,0,5.31,2,5.34,61.2,3.26,0.56,56.0,4
9661,5,7.85,2,7.99,64.3,5.09,2.02,56.0,1
35118,1,5.74,5,5.77,61.9,3.56,0.74,59.0,2
25490,6,6.03,2,5.96,63.1,3.78,0.87,60.0,2
10598,3,5.84,5,5.81,61.3,3.57,0.73,57.0,4
39956,0,6.37,3,6.32,62.9,3.99,1.0,57.0,3
48964,6,6.8,2,6.87,61.9,4.23,1.2,57.0,4
14585,3,4.75,2,4.72,63.1,2.99,0.4,56.0,2
45363,3,4.67,3,4.7,62.5,2.93,0.39,54.0,4
33018,0,7.03,1,6.98,59.1,4.14,1.24,59.0,3
17768,1,5.9,3,5.97,62.2,3.69,0.79,55.0,4
3128,2,7.97,1,7.92,64.7,5.14,2.1,61.0,0
41604,4,6.98,2,7.09,62.8,4.42,1.35,57.0,4
21861,2,7.05,2,7.1,62.8,4.45,1.36,53.0,2
20305,0,5.38,6,5.4,62.3,3.36,0.6,55.0,4
17031,3,4.46,3,4.5,62.5,2.8,0.34,57.0,4
36763,3,5.89,3,5.94,61.7,3.65,0.78,56.0,4
46969,4,6.5,3,6.46,61.0,3.95,1.02,60.0,3
2824,1,6.37,3,6.34,63.7,4.05,1.0,56.0,1
37092,1,5.2,3,5.26,61.0,3.19,0.52,55.0,4
33101,2,5.14,3,5.15,61.6,3.17,0.51,57.0,4
24666,5,6.53,2,6.57,61.1,4.0,1.03,55.0,4
1647,2,6.8,1,6.71,62.5,4.22,1.17,57.0,3
6206,1,4.28,7,4.33,61.3,2.64,0.3,58.0,4
45282,3,6.34,3,6.27,63.8,4.02,1.02,59.0,1
33559,2,4.66,3,4.68,63.6,2.97,0.4,56.0,2
16897,3,7.0,1,6.97,63.0,4.4,1.33,59.0,3
45986,0,5.42,1,5.38,60.0,3.24,0.56,58.0,4
5219,5,8.51,1,8.56,60.6,5.17,2.3,60.0,2
31864,5,7.41,2,7.45,62.0,4.61,1.57,59.0,4
38130,3,5.27,4,5.24,62.2,3.27,0.55,54.0,4
10463,5,5.7,5,5.72,62.5,3.57,0.72,56.0,2
49989,2,4.66,2,4.71,61.8,2.9,0.39,55.0,4
52032,3,5.72,2,5.75,62.1,3.56,0.71,54.0,4
20277,4,4.76,2,4.84,62.9,3.02,0.42,57.0,2
11035,1,5.77,3,5.8,61.7,3.57,0.73,57.0,4
16188,6,6.89,2,6.87,63.2,4.35,1.27,55.0,2
740,1,5.69,3,5.72,61.9,3.53,0.7,56.0,4
53845,1,4.08,5,4.1,59.7,2.44,0.24,60.0,2
12051,4,6.77,2,6.71,62.0,4.18,1.15,58.0,3
17277,0,6.48,1,6.43,57.9,3.74,0.94,61.0,1
20761,0,4.8,2,4.78,61.6,2.95,0.41,55.0,4
41558,4,6.51,2,6.54,61.3,4.0,1.05,57.0,4
37667,4,6.17,3,6.29,61.6,3.84,0.9,57.0,4
13005,2,5.4,3,5.31,62.2,3.33,0.58,55.0,3
33015,2,4.41,3,4.45,60.7,2.69,0.32,58.0,3
12400,1,4.39,2,4.45,62.7,2.77,0.33,56.0,2
24990,4,5.53,4,5.44,59.6,3.27,0.61,61.0,3
22269,3,6.46,3,6.41,61.2,3.94,1.01,57.0,3
17345,2,5.69,3,5.75,61.0,3.49,0.7,59.0,2
11034,5,4.79,6,4.81,61.0,2.93,0.4,56.0,4
23056,3,6.24,6,6.16,61.6,3.82,0.9,57.0,4
50837,0,6.58,2,6.54,60.8,3.99,1.01,57.0,2
37185,2,5.76,5,5.85,62.9,3.65,0.76,58.0,2
51798,3,4.43,5,4.39,60.5,2.67,0.31,58.0,3
40503,2,5.07,3,5.12,60.6,3.09,0.5,58.0,2
36985,4,6.13,2,6.17,61.6,3.79,0.88,56.0,4
49203,5,5.35,6,5.33,61.1,3.26,0.56,55.0,4
33321,2,5.25,2,5.29,61.9,3.26,0.55,55.0,4
42984,2,4.78,7,4.83,61.4,2.95,0.41,58.0,4
25442,4,6.04,2,5.98,62.7,3.77,0.86,59.0,3
5766,1,4.74,3,4.65,60.5,2.84,0.38,62.0,3
31302,2,5.75,2,5.69,61.0,3.49,0.7,59.0,3
21296,3,5.1,6,5.07,63.3,3.22,0.5,56.0,2
